Film,Année,Catégorie,Genre,Durée (min),Metascore,Score imdb,Nb votes,CA(gross)
La belle époque,2019,Tous publics,"['Comedy', 'Drama', 'Romance']",115,75,74.0,8,NaN
Dark Was the Night,2014,NaN,"['Drama', 'Horror', 'Thriller']",90,40,56.0,8,NaN
The Dead,2010,R,"['Action', 'Adventure', 'Drama']",105,59,57.0,8,NaN
Tokyo Sonata,2008,Tous publics,['Drama'],120,80,75.0,8777,277315
Underdogs,2013,Tous Public,"['Animation', 'Adventure', 'Family']",106,38,65.0,8,NaN
The Last Days of American Crime,2020,NaN,"['Action', 'Crime', 'Drama']",148,15,36.0,8,NaN
Branded,2012,R,"['Drama', 'Fantasy', 'Sci-Fi']",106,20,47.0,8771,353468
Kung Fu Yoga,2017,Tous Public,"['Action', 'Adventure', 'Comedy']",107,50,52.0,8767,362657
Mystery Team,2009,R,"['Comedy', 'Crime', 'Mystery']",97,42,67.0,8734,77126
In Fear,2013,R,"['Horror', 'Mystery', 'Thriller']",85,66,54.0,8,NaN
Another Gay Movie,2006,12,"['Comedy', 'Romance']",92,37,49.0,8719,654132
The Pirates of Somalia,2017,R,"['Biography', 'Drama']",116,54,68.0,8,NaN
Destination Love,2013,Tous Public,"['Comedy', 'Romance']",96,34,51.0,8689,21564616
L'ange,2018,Tous publics avec avertissement,"['Biography', 'Crime', 'Drama']",118,61,70.0,8682,94481
Phat Girlz,2006,PG-13,['Comedy'],99,36,32.0,8670,7059537
Strangerland,2015,R,"['Drama', 'Mystery', 'Thriller']",112,42,52.0,8662,17472
Golden Glove,2019,16,"['Crime', 'Drama', 'Horror']",115,38,67.0,8,NaN
Quand tombe la nuit,2013,R,"['Crime', 'Thriller']",90,37,57.0,8,NaN
Spot,2001,Tous publics,"['Action', 'Comedy', 'Crime']",94,24,54.0,8657,33357476
Braqueurs d'élite,2017,Tous publics,"['Action', 'Adventure', 'Crime']",106,33,54.0,8,NaN
Troop Zero,2019,PG,"['Comedy', 'Drama', 'Family']",94,58,69.0,8,NaN
His House,2020,16,"['Drama', 'Horror', 'Thriller']",93,72,64.0,8,NaN
La vérité sur Emanuel,2013,NaN,"['Drama', 'Thriller']",95,41,60.0,8,NaN
Little Ashes,2008,R,"['Biography', 'Drama', 'Romance']",112,41,64.0,8630,480339
Miss Bala,2011,Tous publics,"['Action', 'Crime', 'Drama']",113,79,65.0,8,NaN
Le hérisson,2009,Tous publics,['Drama'],100,64,74.0,8,NaN
Le Goût de la haine,2020,NaN,"['Drama', 'Thriller']",135,61,71.0,8,NaN
Proud Mary,2018,R,"['Action', 'Crime', 'Drama']",89,35,49.0,8611,20868638
My Old Lady,2014,Tous Public,"['Comedy', 'Drama', 'Romance']",107,52,64.0,8602,4011530
Osama,2003,Tous publics,['Drama'],83,83,73.0,8589,1127331
Divines,2016,12,"['Crime', 'Drama']",105,71,74.0,8,NaN
Norm,2015,Tous publics,"['Animation', 'Adventure', 'Comedy']",88,21,34.0,8577,17017118
The Black Balloon,2008,PG-13,"['Drama', 'Romance']",97,68,72.0,8576,87944
The Disappearance of Eleanor Rigby: Her,2013,R,"['Drama', 'Romance']",100,67,69.0,8,NaN
The Last Winter,2006,NaN,"['Horror', 'Mystery', 'Thriller']",101,69,56.0,8556,32921
Chico & Rita,2010,NaN,"['Animation', 'Crime', 'Drama']",94,76,72.0,8548,350524
The Greatest,2009,R,"['Drama', 'Romance']",99,45,66.0,8532,115862
Redline,2007,PG-13,['Action'],102,24,40.0,8527,6877133
Film Stars Don't Die in Liverpool,2017,R,"['Biography', 'Drama', 'Romance']",105,65,67.0,8520,1026124
Tableau de famille,2001,Tous publics,"['Drama', 'Romance']",106,69,73.0,8515,215339
Folles funérailles,2004,R,"['Comedy', 'Drama']",91,34,66.0,8510,70527
The Turning,2020,12,"['Drama', 'Horror', 'Mystery']",94,35,38.0,8,NaN
Smiley,2012,R,"['Comedy', 'Horror', 'Mystery']",95,25,34.0,8,NaN
The Boys in the Band,2020,16,['Drama'],121,70,68.0,8,NaN
Le temps qui reste,2005,Tous publics,['Drama'],81,67,71.0,8467,117581
Moonwalkers,2015,Tous publics,"['Action', 'Comedy']",96,39,61.0,8,NaN
"Ma mère, ses hommes et moi",2009,PG-13,"['Adventure', 'Biography', 'Comedy']",108,62,65.0,8463,2475970
Dans un recoin de ce monde,2016,Tous publics,"['Animation', 'Drama', 'Family']",129,73,78.0,8,NaN
God Help the Girl,2014,NaN,"['Drama', 'Music', 'Romance']",112,58,64.0,8456,101542
Tragedy Girls,2017,R,"['Comedy', 'Crime', 'Horror']",98,58,60.0,8452,61899
Pumpkin,2002,R,"['Comedy', 'Drama', 'Romance']",113,46,61.0,8442,305690
Precious Cargo,2016,R,"['Action', 'Comedy', 'Thriller']",90,27,46.0,8,NaN
L'autre rive,2004,R,"['Drama', 'Thriller']",108,63,66.0,8436,24947
Black Rock,2012,R,"['Horror', 'Thriller']",83,46,47.0,8,NaN
Screwed,2000,PG-13,"['Comedy', 'Crime']",81,7,58.0,8410,7027345
Becky,2020,R,"['Action', 'Crime', 'Drama']",93,54,58.0,8,NaN
Yuva,2004,NaN,"['Action', 'Drama', 'Thriller']",161,63,74.0,8405,280100
Benni,2019,Tous publics avec avertissement,['Drama'],125,90,78.0,8,NaN
True Legend,2010,R,"['Action', 'Drama', 'History']",115,62,64.0,8385,80096
Carrie Pilby,2016,NaN,"['Comedy', 'Drama']",98,52,66.0,8373,19025
Brown Sugar,2002,Tous Public,"['Romance', 'Comedy', 'Drama']",109,58,65.0,8373,27362712
Paradis: Amour,2012,16,['Drama'],120,65,71.0,8369,23808
Sweet Virginia,2017,R,"['Action', 'Drama', 'Thriller']",93,72,62.0,8364,10456
La mélodie du malheur,2001,R,"['Comedy', 'Fantasy', 'Horror']",113,60,71.0,8,NaN
The Babymakers,2012,R,['Comedy'],95,30,49.0,8357,5215
Trust the Man,2005,R,"['Comedy', 'Drama', 'Romance']",103,43,57.0,8357,1530535
Jeruzalem,2015,R,"['Horror', 'Sci-Fi', 'Thriller']",94,45,48.0,8,NaN
Highwaymen - La poursuite infernale,2004,R,"['Action', 'Crime', 'Horror']",80,49,57.0,8355,367027
Le Grand Bain,2018,Tous publics,"['Comedy', 'Drama', 'Sport']",121,47,70.0,8,NaN
Marie Madeleine,2018,Tous publics,"['Biography', 'Drama']",120,48,59.0,8346,123161
Free Dance,2016,Tous publics,"['Drama', 'Music', 'Romance']",96,48,64.0,8340,45255
Like a Boss,2020,R,['Comedy'],83,33,45.0,8,NaN
The Lodgers,2017,R,"['Drama', 'Horror', 'Mystery']",92,52,51.0,8,NaN
Gloria,2013,Tous publics,"['Comedy', 'Drama', 'Romance']",110,83,68.0,8323,2106556
Exilé,2006,R,"['Action', 'Crime', 'Thriller']",110,73,72.0,8323,49413
Folles de joie,2016,Tous publics,"['Comedy', 'Drama']",116,74,72.0,8321,106547
Shaun le Mouton Le Film: La Ferme Contre-Attaque,2019,Tous publics,"['Animation', 'Adventure', 'Comedy']",86,79,69.0,8,NaN
Dirty Deeds,2005,PG-13,['Comedy'],87,28,58.0,8307,145450
"Surfer, Dude",2008,R,['Comedy'],85,16,47.0,8302,36497
Butcher III,2013,R,"['Action', 'Comedy', 'Horror']",81,25,57.0,8,NaN
Little Fish,2005,R,"['Crime', 'Drama', 'Romance']",114,77,62.0,8290,8148
Ji qi zhi xue,2017,Tous publics,"['Action', 'Sci-Fi', 'Thriller']",109,43,52.0,8,NaN
Criminal Activities,2015,NaN,"['Crime', 'Drama', 'Thriller']",94,51,58.0,8,NaN
The Souvenir,2019,R,"['Drama', 'Mystery', 'Romance']",120,91,64.0,8284,1036737
Les vampires du désert,2001,12,"['Action', 'Horror', 'Thriller']",90,35,53.0,8284,7288451
Amies malgré lui,2014,R,"['Comedy', 'Drama', 'Romance']",93,57,62.0,8282,7563
Sur le chemin des dunes,2011,NaN,"['Drama', 'Romance']",98,63,71.0,8271,27578
Seule la mort peut m'arrêter,2003,Tous publics avec avertissement,"['Crime', 'Drama', 'Mystery']",103,56,58.0,8271,358804
Soul Survivors,2001,12,"['Horror', 'Mystery', 'Thriller']",84,20,39.0,8271,3100650
Et puis nous danserons,2019,Tous publics,"['Drama', 'Romance']",113,68,78.0,8,NaN
Lola Versus,2012,R,['Comedy'],87,49,55.0,8251,251913
The Age of Shadows,2016,12,"['Action', 'Drama', 'Thriller']",140,78,71.0,8249,540268
L'Incroyable Histoire de Winter le dauphin 2,2014,Tous publics,"['Drama', 'Family']",107,58,64.0,8246,42019483
Bullet Head,2017,R,"['Crime', 'Drama', 'Thriller']",93,51,54.0,8,NaN
Mind Game,2004,NaN,"['Animation', 'Adventure', 'Comedy']",103,66,78.0,8242,36613
Le silence de Lorna,2008,R,['Drama'],105,80,71.0,8230,337696
Eden,2012,12,"['Crime', 'Drama']",98,63,66.0,8,NaN
All Cheerleaders Die,2013,Tous publics,"['Comedy', 'Fantasy', 'Horror']",89,45,51.0,8,NaN
Exists,2014,R,"['Horror', 'Thriller']",81,22,52.0,8,NaN
Attraction fatale,2003,R,"['Drama', 'Romance', 'Thriller']",92,39,68.0,8210,306224
Un été sur terre,2000,Tous Public,"['Drama', 'Romance']",96,25,52.0,8207,10494147
The Good Night,2007,R,"['Comedy', 'Drama', 'Fantasy']",93,49,58.0,8202,22165
Sous le sable,2000,Tous publics,"['Drama', 'Mystery']",92,86,71.0,8200,1450106
Father of Invention,2010,PG-13,"['Comedy', 'Drama']",93,36,58.0,8,NaN
I Hope They Serve Beer in Hell,2009,R,['Comedy'],105,26,53.0,8189,1425993
"Elser, un héros ordinaire",2015,12,"['Biography', 'Drama', 'War']",114,58,70.0,8187,161531
Dark Tide,2012,PG-13,"['Action', 'Adventure', 'Drama']",114,23,43.0,8,NaN
En approchant l'inconnu,2016,R,"['Drama', 'Sci-Fi', 'Thriller']",90,53,48.0,8,NaN
Rebel in the Rye: Aux origines de l'Attrape-coeurs,2017,PG-13,"['Biography', 'Drama', 'Romance']",106,46,67.0,8157,378294
Gimme Shelter,2013,Tous publics,['Drama'],101,37,65.0,8157,1359563
Irresistible,2020,Tous publics,"['Comedy', 'Drama']",101,47,62.0,8,NaN
Red Hill,2010,R,"['Thriller', 'Western']",95,62,64.0,8151,20960
I Hate Valentine's Day,2009,PG-13,"['Comedy', 'Romance']",98,17,47.0,8149,10060
Mei ren yu,2016,R,"['Comedy', 'Drama', 'Fantasy']",94,69,62.0,8146,3232685
La Rafle,2010,Tous publics,"['Drama', 'History', 'War']",115,49,71.0,8,NaN
This Christmas,2007,PG-13,"['Comedy', 'Drama', 'Romance']",117,63,63.0,8142,49121934
I Still See You,2018,Tous publics,"['Fantasy', 'Horror', 'Sci-Fi']",98,31,58.0,8,NaN
The Singing Detective,2003,R,"['Comedy', 'Crime', 'Musical']",109,45,55.0,8135,336456
Le mouchoir jaune,2008,PG-13,"['Drama', 'Romance']",102,62,67.0,8129,317040
The Future,2011,Tous Public,"['Drama', 'Fantasy', 'Romance']",91,67,62.0,8126,568366
Wolves,2014,R,"['Action', 'Fantasy', 'Horror']",91,37,53.0,8,NaN
Stander,2003,R,"['Action', 'Biography', 'Crime']",111,62,71.0,8121,19067
Bande de filles,2014,Tous publics,['Drama'],113,85,69.0,8,NaN
Rudo et Cursi,2008,R,"['Comedy', 'Drama', 'Sport']",106,67,68.0,8110,1826674
Work It,2020,7,"['Comedy', 'Music']",93,58,61.0,8,NaN
Winter Passing,2005,R,"['Comedy', 'Drama']",98,56,63.0,8098,101228
Faults,2014,NaN,"['Comedy', 'Crime', 'Drama']",89,70,67.0,8,NaN
Buster's Mal Heart,2017,NaN,"['Drama', 'Mystery', 'Thriller']",96,63,61.0,8095,72622
London to Brighton,2006,12,"['Crime', 'Drama', 'Thriller']",85,55,69.0,8,NaN
King Cobra,2016,NaN,"['Comedy', 'Crime', 'Drama']",91,48,56.0,8074,28505
Paper Heart,2009,PG-13,"['Comedy', 'Drama', 'Romance']",88,54,60.0,8053,1269361
Never Rarely Sometimes Always,2020,PG-13,['Drama'],101,91,73.0,8,NaN
Oasis,2002,Tous publics,"['Drama', 'Romance']",133,79,79.0,8,NaN
The Returned,2013,NaN,"['Crime', 'Drama', 'Horror']",98,47,59.0,8,NaN
In Fabric,2018,12,"['Comedy', 'Horror', 'Mystery']",118,81,62.0,8,NaN
Win It All,2017,NaN,['Comedy'],88,77,62.0,8,NaN
Le sorcier et le serpent blanc,2011,PG-13,"['Action', 'Fantasy', 'Romance']",100,41,58.0,8012,18445
Mini's First Time,2006,R,"['Comedy', 'Crime', 'Drama']",91,45,58.0,8009,48913
Adult Beginners,2014,R,"['Comedy', 'Drama']",92,57,56.0,8007,104415
Rendez-vous l'été prochain,2010,R,"['Drama', 'Romance']",91,64,64.0,8007,538808
Les adieux à la reine,2012,Tous publics,"['Drama', 'History', 'Romance']",100,67,62.0,8003,72100
Un gentleman en cavale,2001,PG-13,"['Action', 'Comedy', 'Crime']",88,25,55.0,8002,20218
November Criminals,2017,PG-13,"['Crime', 'Drama', 'Mystery']",86,31,53.0,7,NaN
The Little Stranger,2018,Tous publics,"['Drama', 'Horror', 'Mystery']",111,67,55.0,7987,713143
Boulevard,2014,Tous publics,['Drama'],88,52,58.0,7987,121150
The Anniversary Party,2001,Tous publics,"['Comedy', 'Drama', 'Romance']",115,56,62.0,7981,4013506
Seul dans Berlin,2016,Tous publics,"['Drama', 'History', 'War']",103,52,65.0,7,NaN
Jeu trouble,2016,R,['Thriller'],112,46,57.0,7,NaN
Kitchen stories - chroniques de cuisine,2003,Tous Public,"['Comedy', 'Drama']",95,75,73.0,7968,349315
Piégés,2015,12,"['Action', 'Adventure', 'Drama']",94,43,53.0,7,NaN
The Hero,2017,R,"['Drama', 'Romance', 'Western']",96,61,65.0,7951,4077333
The Professional,2017,R,"['Action', 'Thriller']",91,35,56.0,7,NaN
Jusqu'à la garde,2017,Tous publics,['Drama'],93,83,75.0,7942,83882
Love Don't Cost a Thing,2003,PG-13,"['Comedy', 'Romance', 'Drama']",100,37,52.0,7934,21897389
Panic,2000,Tous publics,"['Comedy', 'Crime', 'Drama']",88,77,66.0,7934,779137
Breakthrough,2019,Tous Public,"['Biography', 'Drama']",116,46,62.0,7929,40713082
In the Mix,2005,PG-13,"['Comedy', 'Crime', 'Drama']",95,31,28.0,7929,10105281
Alien Abduction,2014,NaN,"['Horror', 'Sci-Fi', 'Thriller']",85,46,49.0,7,NaN
Everyone's Hero,2006,NaN,"['Animation', 'Adventure', 'Comedy']",87,51,57.0,7912,14522427
Simon,2004,NaN,"['Comedy', 'Drama']",102,59,79.0,7911,2453
Metro Manila,2013,16,"['Crime', 'Drama']",115,65,76.0,7,NaN
It's all about love,2003,R,"['Drama', 'Romance', 'Sci-Fi']",106,32,54.0,7907,6140
Jaan-E-Mann: Let's Fall in Love... Again,2006,NaN,"['Comedy', 'Drama', 'Musical']",165,40,60.0,7901,510000
People Places Things,2015,R,"['Comedy', 'Romance']",85,68,69.0,7,NaN
Born to Be Blue,2015,Tous publics,"['Biography', 'Drama', 'Music']",97,64,69.0,7895,830129
Connie et Carla,2004,Tous Public,"['Comedy', 'Crime', 'Music']",108,44,63.0,7889,8054280
Mon âme soeur,2018,NaN,"['Comedy', 'Drama', 'Romance']",96,34,64.0,7,NaN
ABCs of Death 2,2014,NaN,"['Comedy', 'Horror']",125,53,54.0,7887,7016
Falcon Rising,2014,R,"['Action', 'Adventure', 'Crime']",103,49,58.0,7882,8691
Miss Bala,2019,PG-13,"['Action', 'Crime', 'Drama']",104,41,58.0,7881,15006824
Frankenstein's Army,2013,R,['Horror'],84,49,53.0,7,NaN
In Search of a Midnight Kiss,2007,NaN,"['Comedy', 'Romance']",90,64,72.0,7874,172177
Yu-Gi-Oh! Le film: La pyramide de lumière,2004,Tous Public,"['Animation', 'Action', 'Adventure']",100,15,50.0,7873,19762690
Le Vent de la Liberté,2018,Tous publics,"['Drama', 'Family', 'History']",125,53,75.0,7866,6033
Haunt,2013,R,"['Horror', 'Mystery', 'Romance']",86,33,52.0,7,NaN
Joyful Noise,2012,PG-13,"['Comedy', 'Drama', 'Music']",118,44,58.0,7861,30920167
Chère Martha,2001,Tous Public,"['Comedy', 'Romance', 'Drama']",109,72,72.0,7858,4160475
Archive,2020,NaN,"['Drama', 'Sci-Fi', 'Thriller']",109,67,63.0,7,NaN
Juste un baiser,2001,Tous publics,"['Comedy', 'Drama', 'Romance']",115,65,69.0,7839,1046734
Hoot,2006,PG,"['Adventure', 'Comedy', 'Family']",95,46,55.0,7834,8080116
Cirque du Soleil: le voyage imaginaire,2012,PG,['Fantasy'],91,51,68.0,7833,12495865
"Peace, Love & Misunderstanding",2011,R,"['Comedy', 'Drama', 'Music']",96,45,59.0,7829,539896
Desperad@s,2020,13,"['Comedy', 'Romance']",105,41,51.0,7,NaN
Les infidèles,2012,Tous publics,['Comedy'],109,43,53.0,7824,6674
Space Station 76,2014,R,"['Comedy', 'Drama', 'Sci-Fi']",93,49,49.0,7,NaN
Crystal Fairy y el cactus mágico,2013,NaN,"['Adventure', 'Comedy', 'Drama']",98,67,58.0,7821,190704
Strangers with Candy,2005,R,['Comedy'],97,57,60.0,7815,2068323
Riri Shushu no subete,2001,NaN,"['Crime', 'Drama', 'Music']",146,73,76.0,7808,24846
The Night Clerk,2020,R,"['Crime', 'Drama', 'Mystery']",90,44,55.0,7,NaN
Angel of Mine,2019,R,"['Drama', 'Mystery', 'Thriller']",98,47,64.0,7,NaN
Quitte-moi... si tu peux!,2009,R,"['Comedy', 'Crime', 'Romance']",81,36,54.0,7798,25137
Transit,2018,Tous Public,"['Drama', 'Sci-Fi']",101,82,69.0,7795,815290
The Calling,2014,R,"['Drama', 'Thriller']",108,46,58.0,7,NaN
Une femme de tête,2018,13,"['Comedy', 'Drama', 'Romance']",98,63,64.0,7,NaN
Middleton,2013,R,"['Comedy', 'Romance']",99,60,65.0,7790,49953
Enas allos kosmos,2015,NaN,"['Drama', 'Romance']",113,61,74.0,7,NaN
Poker Night,2014,NaN,"['Crime', 'Mystery', 'Thriller']",104,35,63.0,7,NaN
First Snow,2006,R,"['Drama', 'Thriller']",101,58,62.0,7,NaN
La Famille Fang,2015,R,"['Comedy', 'Drama', 'Mystery']",105,67,61.0,7778,240067
The Objective,2008,NaN,"['Horror', 'Sci-Fi', 'Thriller']",90,26,55.0,7771,2245000
Le secret de Baran,2001,PG,"['Drama', 'Romance']",94,79,78.0,7767,125900
Mère et fils,2013,NaN,['Drama'],112,77,74.0,7763,94853
Coup de peigne,2001,Tous publics,"['Comedy', 'Drama', 'Romance']",94,38,62.0,7763,637769
Sleight,2016,R,"['Drama', 'Sci-Fi']",89,62,59.0,7754,3847290
Lila & Eve,2015,R,"['Crime', 'Drama', 'Thriller']",94,45,58.0,7749,37934
Chandni Chowk to China,2009,PG-13,"['Action', 'Comedy']",154,44,40.0,7748,921738
The Music Never Stopped,2011,PG,"['Drama', 'Music']",105,60,75.0,7747,258077
George Washington,2000,Tous publics,['Drama'],89,82,73.0,7744,241816
The Late Bloomer,2016,R,"['Comedy', 'Drama', 'Romance']",90,34,52.0,7,NaN
Hammer of the Gods,2013,R,"['Action', 'History', 'Horror']",99,44,45.0,7729,438
Acrimony,2018,R,"['Drama', 'Romance', 'Thriller']",120,32,58.0,7726,43549096
À corps perdus,2004,12,"['Drama', 'Romance']",125,59,71.0,7,NaN
Duma,2005,PG,"['Adventure', 'Drama', 'Family']",100,82,72.0,7713,860002
Un parfum de meurtre,2001,Tous publics,"['Drama', 'Romance']",114,63,63.0,7711,3209481
La danse de la réalitè,2013,Tous publics avec avertissement,"['Biography', 'Drama', 'Fantasy']",133,76,75.0,7709,189500
+1,2013,NaN,"['Romance', 'Sci-Fi', 'Thriller']",96,60,55.0,7,NaN
Good Dick,2008,R,"['Comedy', 'Drama', 'Romance']",86,54,64.0,7704,15542
L'amour par accident,2015,PG-13,"['Comedy', 'Romance']",100,20,41.0,7,NaN
Pinocchio,2002,Tous publics,"['Comedy', 'Family', 'Fantasy']",108,11,44.0,7682,3684305
Dog Eat Dog,2016,NaN,"['Action', 'Thriller']",93,53,47.0,7,NaN
Bubble,2005,R,"['Crime', 'Drama', 'Mystery']",73,63,65.0,7677,145382
Boo! A Madea Halloween,2016,PG-13,"['Comedy', 'Drama', 'Horror']",103,30,46.0,7676,73159525
Un week-end à Paris,2013,R,"['Comedy', 'Drama', 'Romance']",93,73,63.0,7675,2223380
"Jésus, l'enquête",2017,Tous publics,"['Biography', 'Drama']",112,50,63.0,7650,14678714
"Dragon Gate, La légende des sabres volants",2011,R,"['Action', 'Adventure']",122,57,60.0,7644,170276
Grace,2009,12,"['Drama', 'Horror', 'Thriller']",85,52,51.0,7643,6174
Plus One,2019,NaN,"['Comedy', 'Drama', 'Romance']",98,65,66.0,7,NaN
Date and Switch,2014,R,"['Comedy', 'Drama', 'Romance']",91,56,57.0,7,NaN
L!fe Happens,2011,R,['Comedy'],101,44,56.0,7638,2000000
Beer League,2006,R,"['Comedy', 'Sport']",86,40,59.0,7637,475000
The Dinner,2017,R,"['Crime', 'Drama', 'Thriller']",120,57,45.0,7632,1322839
Antibodies,2005,12,"['Crime', 'Drama', 'Horror']",127,57,70.0,7,NaN
Une nouvelle amie,2014,Tous publics,['Drama'],108,74,66.0,7612,130265
"La 6ème, la pire année de ma vie",2016,PG,"['Comedy', 'Family']",92,51,61.0,7609,19985196
Pandemic,2016,12,"['Action', 'Horror', 'Sci-Fi']",91,47,44.0,7,NaN
Pyewacket,2017,NaN,"['Drama', 'Horror', 'Mystery']",90,56,58.0,7,NaN
En secret,2013,R,"['Crime', 'Drama', 'Thriller']",107,47,61.0,7605,420266
Les razmoket rencontrent les Delajungle,2003,Tous publics,"['Animation', 'Adventure', 'Comedy']",80,38,56.0,7603,39399750
Le secret du Ragnarok,2013,PG-13,"['Adventure', 'Fantasy']",100,52,59.0,7586,1228
Plastic,2014,R,"['Action', 'Comedy', 'Crime']",102,32,60.0,7,NaN
Madame Bovary,2014,R,"['Drama', 'Romance']",118,52,57.0,7,NaN
La fille inconnue,2016,Tous publics,"['Crime', 'Drama', 'Mystery']",113,65,65.0,7577,150549
Happy Christmas,2014,R,"['Comedy', 'Drama']",82,70,54.0,7577,30312
Michael Kohlhaas,2013,NaN,"['Drama', 'History']",122,51,61.0,7,NaN
Carancho,2010,Tous publics,"['Crime', 'Drama', 'Romance']",107,66,69.0,7577,85363
Men on Fire,2016,R,"['Drama', 'Thriller']",80,36,61.0,7,NaN
Woman at War,2018,Tous publics,"['Adventure', 'Comedy', 'Drama']",101,81,74.0,7569,847495
Miss Meadows,2014,NaN,"['Comedy', 'Crime', 'Drama']",88,43,57.0,7,NaN
Wilbur,2002,R,"['Comedy', 'Drama', 'Romance']",111,69,68.0,7563,233053
Sergio,2020,R,"['Biography', 'Drama', 'History']",118,55,61.0,7,NaN
Lonesome Jim,2005,R,"['Comedy', 'Drama']",95,54,66.0,7560,154077
Bellflower,2011,R,"['Action', 'Drama', 'Romance']",106,72,64.0,7549,167242
Krisha,2015,R,['Drama'],83,86,72.0,7547,140779
Ideal Home,2018,NaN,"['Comedy', 'Drama']",91,62,64.0,7,NaN
Patéma et le monde inversé,2013,Tous Public,"['Animation', 'Adventure', 'Drama']",98,66,74.0,7,NaN
Le Traitre,2019,Tous publics avec avertissement,"['Biography', 'Crime', 'Drama']",153,64,71.0,7,NaN
Closet Monster,2015,NaN,"['Drama', 'Fantasy', 'Mystery']",90,81,70.0,7516,41866
La 14ème lame,2010,R,"['Action', 'History', 'Thriller']",114,50,63.0,7,NaN
Alata,2012,Not Rated,"['Crime', 'Drama', 'Romance']",96,69,75.0,7,NaN
Seuls sur Terre,2018,Tous publics,"['Drama', 'Mystery', 'Sci-Fi']",99,51,57.0,7,NaN
Black Coal,2014,NaN,"['Crime', 'Mystery', 'Thriller']",110,70,67.0,7,NaN
Save the Green Planet!,2003,16,"['Comedy', 'Sci-Fi', 'Thriller']",118,70,73.0,7503,14624
Panique au village,2009,Tous publics,"['Animation', 'Adventure', 'Comedy']",75,70,75.0,7502,165349
First Date,2016,Tous Public,"['Biography', 'Drama', 'History']",84,74,63.0,7494,6303853
Initial D,2005,NaN,"['Action', 'Comedy', 'Drama']",107,48,64.0,7,NaN
The Vicious Kind,2009,R,"['Comedy', 'Drama']",92,65,69.0,7,NaN
Phoebe in Wonderland,2008,PG-13,['Drama'],96,56,71.0,7480,73361
Le bannissement,2007,Tous Public,"['Drama', 'Romance']",157,59,76.0,7,NaN
La mafia tue seulement en été,2013,NaN,"['Comedy', 'Crime']",90,62,71.0,7464,37134
Black Is King,2020,NaN,"['Adventure', 'Drama', 'Fantasy']",85,84,55.0,7,NaN
Bonjour Anne,2016,PG,"['Comedy', 'Drama', 'Romance']",92,48,58.0,7455,5617731
Girl on the Third Floor,2019,NaN,"['Drama', 'Horror', 'Mystery']",93,65,46.0,7,NaN
The Cured,2017,R,"['Drama', 'Horror', 'Sci-Fi']",95,57,55.0,7449,20261
Les Éternels,2018,Tous publics avec avertissement,"['Crime', 'Drama', 'Romance']",136,85,70.0,7438,415955
Blind: Un rêve éveillé,2014,12,['Drama'],96,83,69.0,7,NaN
Men of Honor,2017,Tous publics,"['Drama', 'War']",107,73,66.0,7426,156164
Hara-Kiri: mort d'un samourai,2011,Tous publics,['Drama'],128,76,73.0,7421,75688
Madea's Big Happy Family,2011,PG-13,"['Comedy', 'Drama']",106,45,47.0,7420,53345287
Skin Trade,2014,R,"['Action', 'Crime', 'Thriller']",96,39,56.0,7419,1242
Teen Spirit,2018,Tous publics,"['Drama', 'Music']",93,57,61.0,7418,441366
Le nom des gens,2010,Tous publics,"['Comedy', 'Drama', 'Romance']",100,62,72.0,7416,512668
Le saut périlleux,2004,NaN,"['Drama', 'Romance']",106,73,67.0,7407,92214
Life,2015,Tous publics,"['Biography', 'Drama']",111,59,61.0,7,NaN
Un temps pour l'ivresse des chevaux,2000,Tous publics,"['Drama', 'War']",80,78,77.0,7402,700159
Metropia,2009,NaN,"['Animation', 'Drama', 'Mystery']",86,47,63.0,7,NaN
Mister Lonely,2007,NaN,"['Comedy', 'Drama']",112,53,65.0,7395,165831
Mutluluk,2007,NaN,['Drama'],105,71,75.0,7389,39203
Good Deeds,2012,PG-13,"['Comedy', 'Drama', 'Romance']",129,43,55.0,7385,35025791
Ultimatum,2016,NaN,"['Biography', 'Drama', 'History']",133,64,71.0,7382,112443
Atlantique,2019,Tous publics,"['Drama', 'Mystery', 'Romance']",106,85,67.0,7,NaN
Zoe,2018,13,"['Romance', 'Sci-Fi']",104,39,61.0,7,NaN
The Tempest,2010,Tous Public,"['Comedy', 'Drama', 'Fantasy']",110,43,53.0,7372,277943
Silent Night,2012,16,"['Comedy', 'Horror', 'Mystery']",94,53,52.0,7371,9672
Hors jeu,2006,Tous publics,"['Comedy', 'Drama', 'Sport']",93,85,73.0,7371,179948
Le Grand Coup de Max Keeble,2001,Tous Public,"['Comedy', 'Crime', 'Family']",86,40,54.0,7368,17292381
"Osiris, la 9ème planète",2016,Tous publics,"['Action', 'Adventure', 'Drama']",99,55,56.0,7,NaN
Mao's Last Dancer,2009,PG,"['Biography', 'Drama', 'Music']",117,55,73.0,7364,4806750
Frontera,2014,PG-13,"['Drama', 'Thriller', 'Western']",103,58,66.0,7361,59306
L'épreuve,2013,NaN,"['Drama', 'War']",117,57,71.0,7361,47331
High Flying Bird,2019,13,"['Drama', 'Sport']",90,78,62.0,7,NaN
Flicka,2006,Tous publics,"['Adventure', 'Drama', 'Family']",95,57,61.0,7352,20998709
Revenger,2016,R,"['Action', 'Crime', 'Thriller']",95,34,46.0,7,NaN
